dataset,subject,protocol,fold_name,seed,alpha,calibration_frac,window_size,per_round_cap,n_components,include_riemann_arms,epoch_seconds,context,kappa,accuracy,n_test,n_arms_surviving,stream_rounds_run,final_regret,error
WAUC,8,within,within_fold0,1,0.5,0.3,inf,inf,4,False,4.0,workload,0.6413043478260869,0.8206521739130435,184,100,512,163.0,
WAUC,8,within,within_fold0,1,0.5,0.3,25,inf,4,False,4.0,workload,0.25,0.625,184,100,512,171.0,
WAUC,8,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,0.25,0.625,184,100,512,173.0,
WAUC,8,within,within_fold0,1,0.5,0.3,100,inf,4,False,4.0,workload,0.5,0.75,184,100,512,168.0,
WAUC,8,within,within_fold0,2,0.5,0.3,inf,inf,4,False,4.0,workload,0.32608695652173914,0.6630434782608695,184,100,512,167.0,
WAUC,8,within,within_fold0,2,0.5,0.3,25,inf,4,False,4.0,workload,0.44565217391304346,0.7228260869565217,184,100,512,154.0,
WAUC,8,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,0.34782608695652173,0.6739130434782609,184,100,512,162.0,
WAUC,8,within,within_fold0,2,0.5,0.3,100,inf,4,False,4.0,workload,0.48913043478260865,0.7445652173913043,184,100,512,163.0,
WAUC,8,within,within_fold0,3,0.5,0.3,inf,inf,4,False,4.0,workload,0.4347826086956522,0.717391304347826,184,100,477,189.0,
WAUC,8,within,within_fold0,3,0.5,0.3,25,inf,4,False,4.0,workload,0.4347826086956522,0.717391304347826,184,100,512,154.0,
WAUC,8,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,0.4347826086956522,0.717391304347826,184,100,466,145.0,
WAUC,8,within,within_fold0,3,0.5,0.3,100,inf,4,False,4.0,workload,0.4347826086956522,0.717391304347826,184,100,505,171.0,
WAUC,8,within,within_fold0,42,0.5,0.3,inf,inf,4,False,4.0,workload,0.32608695652173914,0.6630434782608695,184,100,501,178.0,
WAUC,8,within,within_fold0,42,0.5,0.3,25,inf,4,False,4.0,workload,0.23913043478260865,0.6195652173913043,184,100,512,144.0,
WAUC,8,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,0.32608695652173914,0.6630434782608695,184,100,512,164.0,
WAUC,8,within,within_fold0,42,0.5,0.3,100,inf,4,False,4.0,workload,0.32608695652173914,0.6630434782608695,184,100,512,157.0,
WAUC,9,within,within_fold0,0,0.5,0.3,inf,inf,4,False,4.0,workload,0.47060432048126877,0.7355371900826446,121,100,339,85.0,
WAUC,9,within,within_fold0,0,0.5,0.3,25,inf,4,False,4.0,workload,0.48777823296463196,0.743801652892562,121,100,339,72.0,
WAUC,9,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,0.6028446389496718,0.8016528925619835,121,100,339,84.0,
WAUC,9,within,within_fold0,0,0.5,0.3,100,inf,4,False,4.0,workload,0.6028446389496718,0.8016528925619835,121,100,339,82.0,
WAUC,9,within,within_fold0,1,0.5,0.3,inf,inf,4,False,4.0,workload,0.48623476236132046,0.743801652892562,121,100,308,73.0,
WAUC,9,within,within_fold0,1,0.5,0.3,25,inf,4,False,4.0,workload,0.48623476236132046,0.743801652892562,121,100,259,56.0,
WAUC,9,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,0.48623476236132046,0.743801652892562,121,100,280,61.0,
WAUC,9,within,within_fold0,1,0.5,0.3,100,inf,4,False,4.0,workload,0.48623476236132046,0.743801652892562,121,100,289,70.0,
WAUC,9,within,within_fold0,2,0.5,0.3,inf,inf,4,False,4.0,workload,0.552527051088892,0.7768595041322314,121,100,339,85.0,
WAUC,9,within,within_fold0,2,0.5,0.3,25,inf,4,False,4.0,workload,0.6026272577996716,0.8016528925619835,121,100,339,83.0,
WAUC,9,within,within_fold0,2,0.5,0.3,50,inf,4,False,4.0,workload,0.5034199726402189,0.7520661157024794,121,100,339,84.0,
WAUC,9,within,within_fold0,2,0.5,0.3,100,inf,4,False,4.0,workload,0.4523384995199562,0.7272727272727273,121,100,339,78.0,
WAUC,9,within,within_fold0,3,0.5,0.3,inf,inf,4,False,4.0,workload,0.5042338158972959,0.7520661157024794,121,100,339,87.0,
WAUC,9,within,within_fold0,3,0.5,0.3,25,inf,4,False,4.0,workload,0.5042338158972959,0.7520661157024794,121,100,339,81.0,
WAUC,9,within,within_fold0,3,0.5,0.3,50,inf,4,False,4.0,workload,0.5699835975943138,0.7851239669421488,121,100,339,74.0,
WAUC,9,within,within_fold0,3,0.5,0.3,100,inf,4,False,4.0,workload,0.5045045045045045,0.7520661157024794,121,100,339,85.0,
WAUC,9,within,within_fold0,42,0.5,0.3,inf,inf,4,False,4.0,workload,0.6192365576686277,0.8099173553719008,121,100,339,95.0,
WAUC,9,within,within_fold0,42,0.5,0.3,25,inf,4,False,4.0,workload,0.569159134483703,0.7851239669421488,121,100,339,92.0,
WAUC,9,within,within_fold0,42,0.5,0.3,50,inf,4,False,4.0,workload,0.5688048245614035,0.7851239669421488,121,100,339,101.0,
WAUC,9,within,within_fold0,42,0.5,0.3,100,inf,4,False,4.0,workload,0.5688048245614035,0.7851239669421488,121,100,339,87.0,
WAUC,10,within,within_fold0,0,0.5,0.3,inf,inf,4,False,4.0,workload,0.4810052600818234,0.7405405405405405,185,100,516,118.0,
WAUC,10,within,within_fold0,0,0.5,0.3,25,inf,4,False,4.0,workload,0.5893691588785047,0.7945945945945946,185,100,516,101.0,
WAUC,10,within,within_fold0,0,0.5,0.3,50,inf,4,False,4.0,workload,0.5568215016067777,0.7783783783783784,185,100,516,96.0,
WAUC,10,within,within_fold0,0,0.5,0.3,100,inf,4,False,4.0,workload,0.5241435753536771,0.7621621621621621,185,100,516,110.0,
WAUC,10,within,within_fold0,1,0.5,0.3,inf,inf,4,False,4.0,workload,0.5137550376730331,0.7567567567567568,185,100,516,151.0,
WAUC,10,within,within_fold0,1,0.5,0.3,25,inf,4,False,4.0,workload,0.5464627597478403,0.772972972972973,185,100,516,113.0,
WAUC,10,within,within_fold0,1,0.5,0.3,50,inf,4,False,4.0,workload,0.5244771585465591,0.7621621621621621,185,100,516,119.0,
WAUC,10,within,within_fold0,1,0.5,0.3,100,inf,4,False,4.0,workload,0.5137550376730331,0.7567567567567568,185,100,516,138.0,
WAUC,10,within,within_fold0,2,0.5,0.3,inf,inf,4,False,4.0,workload,0.45919083255378856,0.7297297297297297,185,100,516,124.0,
WAUC,10,within,within_fold0,2,0.5,0.3,25,inf,4,False,4.0,workload,0.7405329593267882,0.8702702702702703,185,100,516,122.0,
